

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7019531      WPG             14   JUNE90    633641.512     5526639.863
       7019532      WPG             14   JUNE90    633567.395     5526773.756
       7019533      WPG             14   JUNE90    633534.749     5526832.724
       7019534      WPG             14   JUNE90    633801.303     5526963.513
       7019535      WPG             14   JUNE90    633735.568     5527257.567
       7019536      WPG             14   JUNE90    633820.230     5527300.863
       7019537      WPG             14   JUNE90    634020.348     5527100.290
       7019538      WPG             14   JUNE90    633956.034     5527267.277
       7019539      WPG             14   JUNE90    633908.720     5527353.202
       7019540      WPG             14   JUNE90    634121.776     5527470.896
       7019541      WPG             14   JUNE90    633963.702     5527198.835
       7019542      WPG             14   JUNE90    633995.465     5527141.545
       7019543      WPG             14   JUNE90    618989.432     5524594.777
       7019544      WPG             14   JUNE90    618988.367     5524566.632
       7019545      WPG             14   JUNE90    618927.917     5524581.952
       7019546      WPG             14   JUNE90    619433.665     5526492.349
       7019547      WPG             14   JUNE90    619012.055     5526445.253
       7019548      WPG             14   JUNE90    619104.586     5528656.175
       7019549      WPG             14   JUNE90    619106.059     5528691.684
       7019550      WPG             14   JUNE90    618967.064     5525361.277
       7019551      WPG             14   JUNE90    618967.395     5525368.696
       7019552      WPG             14   JUNE90    619056.749     5525364.438
       7019553      WPG             14   JUNE90    619386.403     5525353.737
       7019554      WPG             14   JUNE90    631799.408     5525805.145
       7019555      WPG             14   JUNE90    631776.720     5525843.626
       7019556      WPG             14   JUNE90    631781.323     5525877.832
       7019557      WPG             14   JUNE90    631790.768     5525860.108
       7019558      WPG             14   JUNE90    631495.405     5525640.098
       7019559      WPG             14   JUNE90    631470.835     5525676.511
       7019560      WPG             14   JUNE90    631488.448     5525686.198
       7019561      WPG             14   JUNE90    631191.156     5525546.524
       7019562      WPG             14   JUNE90    633466.449     5524924.836
       7019563      WPG             14   JUNE90    630071.035     5521850.901
       7019564      WPG             14   JUNE90    634062.984     5527178.800
       7019565      WPG             14   JUNE90    634086.168     5527171.693
       7019566      WPG             14   JUNE90    634074.058     5527158.133
       7019567      WPG             14   JUNE90    634013.109     5527089.482
       7019568      WPG             14   JUNE90    641128.743     5520419.609
       7019569      WPG             14   JUNE90    641122.931     5520419.453
       7019570      WPG             14   JUNE90    641199.591     5520421.042
       7019571      WPG             14   JUNE90    641100.053     5520364.557
       7019572      WPG             14   JUNE90    640267.449     5524377.238
       7019573      WPG             14   JUNE90    640587.451     5524292.667
       7019574      WPG             14   JUNE90    640800.204     5524207.699
       7019575      WPG             14   JUNE90    640592.898     5524247.141
       7019576      WPG             14   JUNE90    641019.099     5524093.459
       7019577      WPG             14   JUNE90    640790.520     5524168.531
       7019578      WPG             14   JUNE90    640786.494     5524169.842
       7019579      WPG             14   JUNE90    640790.715     5524211.472
       7019580      WPG             14   JUNE90    641023.709     5523929.092
       7019581      WPG             14   JUNE90    641030.767     5523677.156
       7019582      WPG             14   JUNE90    640903.931     5523925.843
       7019583      WPG             14   JUNE90    640361.354     5523886.127
       7019584      WPG             14   JUNE90    640255.300     5523851.184
       7019585      WPG             14   JUNE90    640384.187     5523854.787
       7019586      WPG             14   JUNE90    640289.390     5523852.093
       7019587      WPG             14   JUNE90    640250.376     5523882.969
       7019588      WPG             14   JUNE90    640281.324     5523883.833
       7019589      WPG             14   JUNE90    641243.997     5524022.815
       7019590      WPG             14   JUNE90    618747.373     5518733.950
       7019591      WPG             14   JUNE90    618746.311     5518703.730
       7019592      WPG             14   JUNE90    618686.344     5518732.761
       7019593      WPG             14   JUNE90    619048.373     5518709.602
       7019594      WPG             14   JUNE90    618960.979     5518738.090
       7019595      WPG             14   JUNE90    619205.022     5518742.854
       7019596      WPG             14   JUNE90    619568.919     5518749.160
       7019597      WPG             14   JUNE90    618820.030     5521680.521
       7019598      WPG             14   JUNE90    618789.572     5521681.628
       7019599      WPG             14   JUNE90    618826.973     5521878.295
       7019600      WPG             14   JUNE90    618888.164     5521883.818
       7019601      WPG             14   JUNE90    618947.867     5521889.221
       7019602      WPG             14   JUNE90    620157.199     5521998.096
       7019603      WPG             14   JUNE90    620219.204     5522003.716
       7019604      WPG             14   JUNE90    620270.619     5521962.477
       7019605      WPG             14   JUNE90    620260.796     5521665.357
       7019606      WPG             14   JUNE90    618806.444     5520421.404
